age,kVp,mA,views,zspan,kernel,slice_thickness,intensity,volume,edema,subtype,mass_effect,global_seed,case_seed,output_directory
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.21824115903722,6.261698811047751,0,epidural,True,676632,267860,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,55.02432252006767,20.56987888879182,0,subdural,True,676632,568572,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,66.26753165940701,12.56792441346169,0,epidural,True,676632,741171,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,54.88063189400505,3.108586009840785,0,epidural,True,676632,139222,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,49.85828229588997,9.158435707572725,0,subdural,True,676632,378383,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,58.27598602518263,13.653240368340484,14,round,True,676632,23708,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,53.87631358136152,6.30557491226795,0,subdural,True,676632,986624,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,52.573207852960536,12.452825183464071,2,round,True,676632,944092,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,68.7584159830887,7.312736411450075,0,epidural,True,676632,944528,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,48.62513065680678,2.8495037044527542,1,round,True,676632,158105,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.894344866833066,1.5508069200933257,0,subdural,True,676632,261154,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,521625,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,62.7091254827189,7.312736411450075,0,epidural,True,676632,2711,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.76436721359846,1.5508069200933257,0,subdural,True,676632,821375,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.03068700125097,2.8495037044527542,9,round,True,676632,417731,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,48.62513065680678,6.450749259081999,7,round,True,676632,767602,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,62.7091254827189,15.721037214668655,0,epidural,True,676632,495883,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.39863553714847,22.056146662475392,13,round,True,676632,406724,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,695407,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,49.85828229588997,2.5017605185282505,0,subdural,True,676632,266068,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,45.27293521694713,5.210661210645426,0,epidural,True,676632,646933,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,46.34045706995357,16.77207481507098,0,epidural,True,676632,203054,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,491968,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,49.284277826536886,0.5998533216584008,0,subdural,True,676632,483129,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,53.8892335850118,8.851579628834827,13,round,True,676632,703259,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.57408177670603,12.56792441346169,0,epidural,True,676632,883570,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,538771,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,800739,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,248104,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,53.302309112008444,1.5508069200933257,0,subdural,True,676632,796592,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,68.40257536541989,10.46584921265704,0,epidural,True,676632,206199,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,45.11572870467011,14.853655553216903,12,round,True,676632,714268,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,49.50248114484095,10.05199481371124,13,round,True,676632,188335,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,50.8185068768922,2.8495037044527542,3,round,True,676632,832025,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,852016,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,879462,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,62.66273846535347,4.04991888932917,8,round,True,676632,104284,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,64.13248795339415,20.97622521668028,0,epidural,True,676632,565237,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,65.93040743777617,2.5017605185282505,0,subdural,True,676632,632144,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,46.988259949124576,16.76606449505212,0,subdural,True,676632,195213,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,48.62513065680678,0.4486733346999259,13,round,True,676632,80838,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,45747,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,64.20839402971693,5.354621313833025,0,subdural,True,676632,84811,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,951930,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,68.04673474775107,7.312736411450075,0,epidural,True,676632,667052,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,49.85828229588997,2.5017605185282505,0,subdural,True,676632,480712,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,62.66273846535347,0.4486733346999259,14,round,True,676632,859565,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,54.32790882902888,1.6490885195763385,9,round,True,676632,190230,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,56.082609805097206,8.851579628834827,9,round,True,676632,989457,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,71.960981542108,13.618962013864014,0,epidural,True,676632,292191,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,54.52479127633623,30.43556362030118,0,epidural,True,676632,54542,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,62.4863806216577,4.4036677153981,0,subdural,True,676632,384075,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,54.88063189400505,5.210661210645426,0,epidural,True,676632,856459,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,877831,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,115845,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,58.083197453024354,2.0575484094384606,0,epidural,True,676632,122063,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,69.37443425389465,16.76606449505212,0,subdural,True,676632,10913,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,52.13453260894345,6.450749259081999,7,round,True,676632,388175,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,253636,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.894344866833066,6.30557491226795,0,subdural,True,676632,907764,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,54.76658407304596,7.6511644439584146,2,round,True,676632,250215,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,54.4503180507146,6.30557491226795,0,subdural,True,676632,116788,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,676632,829013,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.39863553714847,0.4486733346999259,12,round,True,676632,898833,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.21824115903722,19.925187616277952,0,epidural,True,676632,505962,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.894344866833066,24.37369328253152,0,subdural,True,676632,720910,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run3
