age,kVp,mA,views,zspan,kernel,slice_thickness,intensity,volume,edema,subtype,mass_effect,global_seed,case_seed,output_directory
38.0,120.0,120.0,1000.0,dynamic,soft,1,71.60514092443918,5.210661210645426,0,epidural,True,109294,585834,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,838396,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,67.65242084583541,27.226554077836298,0,subdural,True,109294,155540,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,55.02432252006767,0.5998533216584008,0,subdural,True,109294,85085,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,59.15071930603079,15.721037214668655,0,epidural,True,109294,648500,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.83731078116554,16.054070738093316,13,round,True,109294,344324,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.908037489285135,19.65531629272256,0,round,True,109294,909234,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.92992239437484,47.25216522673834,0,epidural,True,109294,35690,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,183703,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,61.91237615230462,53.853254834014194,0,subdural,True,109294,821212,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,55.205259317063046,10.05199481371124,11,round,True,109294,213745,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,67.33505351241345,29.384526019898857,0,epidural,True,109294,931808,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,73.96647000871927,7.256528510702875,0,subdural,True,109294,351865,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,52.573207852960536,16.054070738093316,9,round,True,109294,892409,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,48.831341393635256,5.210661210645426,0,epidural,True,109294,480172,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,64.48832857106297,19.925187616277952,0,epidural,True,109294,797734,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,850102,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,46.87042968073845,14.853655553216903,9,round,True,109294,941973,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,56777,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.03068700125097,14.853655553216903,8,round,True,109294,661461,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,51.00629123459613,4.4036677153981,0,subdural,True,109294,117682,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,54.4503180507146,7.256528510702875,0,subdural,True,109294,988072,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,53.01188309697762,13.653240368340484,1,round,True,109294,483391,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,130793,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,59.1533365132168,7.6511644439584146,4,round,True,109294,366442,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,175510,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,67.4881661495414,4.04991888932917,8,round,True,109294,770648,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.908037489285135,4.04991888932917,2,round,True,109294,953864,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,58.27598602518263,1.6490885195763385,2,round,True,109294,365641,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,58.083197453024354,16.77207481507098,0,epidural,True,109294,867836,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,626418,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,738476,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,59.04235380553922,13.91320369974735,0,subdural,True,109294,488721,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,781520,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,46.87042968073845,2.8495037044527542,12,round,True,109294,993103,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,48.1864554127897,11.25240999858766,1,round,True,109294,244451,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,62.35328486505009,28.333488419496533,0,epidural,True,109294,709978,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,787635,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,239009,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,65.3564029684231,0.5998533216584008,0,subdural,True,109294,363297,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,68.7584159830887,25.180375618289567,0,epidural,True,109294,828181,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.908037489285135,4.04991888932917,10,round,True,109294,215021,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,705356,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,49.85828229588997,6.30557491226795,0,subdural,True,109294,215787,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,61.7853879773193,1.6490885195763385,13,round,True,109294,219944,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,46.988259949124576,0.5998533216584008,0,subdural,True,109294,718264,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,56.5212850491143,6.450749259081999,3,round,True,109294,286359,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,730824,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,51.257182120909285,8.851579628834827,5,round,True,109294,670852,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,69.94843872324772,5.354621313833025,0,subdural,True,109294,925,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,46.34045706995357,1.0065108090361363,0,epidural,True,109294,329814,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,52.15430017330228,5.354621313833025,0,subdural,True,109294,105308,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,52.72830464265536,13.91320369974735,0,subdural,True,109294,751822,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,58.27598602518263,0.4486733346999259,10,round,True,109294,202444,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.83731078116554,2.8495037044527542,10,round,True,109294,844822,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,67548,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.76436721359846,2.5017605185282505,0,subdural,True,109294,817599,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,55.59832698942076,3.4527141169631754,0,subdural,True,109294,720426,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,53.01188309697762,4.04991888932917,0,round,True,109294,67329,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,56.959960293131374,2.8495037044527542,8,round,True,109294,397729,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,62.4863806216577,12.96225010131242,0,subdural,True,109294,105359,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,13683,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.57408177670603,29.384526019898857,0,epidural,True,109294,117431,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,48.831341393635256,13.618962013864014,0,epidural,True,109294,98230,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,49.94115638885803,6.450749259081999,11,round,True,109294,201242,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,56.17233145877383,12.96225010131242,0,subdural,True,109294,329688,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,591227,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,50.37983163287512,4.04991888932917,14,round,True,109294,302844,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,52.13453260894345,6.450749259081999,1,round,True,109294,650568,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,46.41425547977149,7.256528510702875,0,subdural,True,109294,797803,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,68.22642531518848,6.30557491226795,0,subdural,True,109294,234976,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,973139,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.83731078116554,11.25240999858766,7,round,True,109294,601283,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,56.959960293131374,10.05199481371124,1,round,True,109294,99886,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,228499,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.76436721359846,0.5998533216584008,0,subdural,True,109294,557550,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,61.338371682951546,0.5998533216584008,0,subdural,True,109294,657440,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,67.92684139355848,1.6490885195763385,9,round,True,109294,345715,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,586387,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,51.5802957039492,7.256528510702875,0,subdural,True,109294,372948,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,193216,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,49.18718201130406,9.414811612254724,0,epidural,True,109294,375990,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,109294,319794,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,63.97876419740473,8.851579628834827,14,round,True,109294,459510,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,53.87631358136152,0.5998533216584008,0,subdural,True,109294,902030,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,54.4503180507146,2.5017605185282505,0,subdural,True,109294,258379,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,67.69089413008226,19.925187616277952,0,epidural,True,109294,208853,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
38.0,120.0,120.0,1000.0,dynamic,soft,1,74.8077064834585,12.56792441346169,0,epidural,True,109294,523713,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run1
