age,kVp,mA,views,zspan,kernel,slice_thickness,intensity,volume,edema,subtype,mass_effect,global_seed,case_seed,output_directory
38.0,120.0,120.0,1000.0,dynamic,soft,1,56.082609805097206,8.851579628834827,4,round,True,734023,698887,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,65.91169104173821,7.312736411450075,0,epidural,True,734023,759755,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,595174,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,70.89345968910158,34.63971402191048,0,epidural,True,734023,260041,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,45.11572870467011,13.653240368340484,7,round,True,734023,147180,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,56.082609805097206,5.250334074205583,6,round,True,734023,568095,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,69.47009721842632,7.312736411450075,0,epidural,True,734023,818263,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,55.59231312934267,17.823112415473304,0,epidural,True,734023,938929,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,61.7853879773193,5.250334074205583,11,round,True,734023,613381,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,49.89886324664168,17.823112415473304,0,epidural,True,734023,27646,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,448934,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,52.03390695265456,15.721037214668655,0,epidural,True,734023,195028,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.894344866833066,3.4527141169631754,0,subdural,True,734023,997679,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,51.5802957039492,4.4036677153981,0,subdural,True,734023,586400,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,54.76658407304596,4.04991888932917,3,round,True,734023,898863,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,48.62513065680678,16.054070738093316,12,round,True,734023,588423,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,731274,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,720013,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,536201,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,177029,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,243235,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,64.78239849907001,16.76606449505212,0,subdural,True,734023,700745,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,55.205259317063046,4.04991888932917,0,round,True,734023,415153,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,49.94115638885803,7.6511644439584146,5,round,True,734023,950966,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,68.04673474775107,14.669999614266338,0,epidural,True,734023,832227,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,54.32790882902888,13.653240368340484,7,round,True,734023,77416,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.57408177670603,12.56792441346169,0,epidural,True,734023,116369,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,46.988259949124576,3.4527141169631754,0,subdural,True,734023,294050,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,631251,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,683469,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,262329,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,64.48832857106297,35.69075162231279,0,epidural,True,734023,485237,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,49.284277826536886,52.90230123557926,0,subdural,True,734023,5928,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,68.80042978454156,12.0112965028775,0,subdural,True,734023,165199,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,69.37443425389465,1.5508069200933257,0,subdural,True,734023,858392,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.01567560001792,6.261698811047751,0,epidural,True,734023,533773,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,188267,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,72.24445660066003,0.5998533216584008,0,subdural,True,734023,736020,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,50.6105444819793,43.04801482512906,0,epidural,True,734023,31730,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,55.59832698942076,6.30557491226795,0,subdural,True,734023,185976,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,64.8561146854389,4.04991888932917,11,round,True,734023,190556,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,45.84025101041841,7.256528510702875,0,subdural,True,734023,861283,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,56.17233145877383,7.256528510702875,0,subdural,True,734023,659385,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,52.13453260894345,0.4486733346999259,7,round,True,734023,432435,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,55.02432252006767,20.56987888879182,0,subdural,True,734023,370621,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,78.72195327781542,5.210661210645426,0,epidural,True,734023,795649,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,49.85828229588997,5.354621313833025,0,subdural,True,734023,989511,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,64574,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,58.71466126919971,8.851579628834827,6,round,True,734023,816343,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,54.52479127633623,18.874150015875628,0,epidural,True,734023,507323,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,58.27598602518263,11.25240999858766,7,round,True,734023,732299,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,60.92992239437484,8.3637740118524,0,epidural,True,734023,272512,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,47.56226441847765,2.5017605185282505,0,subdural,True,734023,929528,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,53.8892335850118,1.6490885195763385,13,round,True,734023,664889,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,64.20839402971693,10.10938930600765,0,subdural,True,734023,748837,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,61.338371682951546,58.608022826188815,0,subdural,True,734023,170897,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,56.082609805097206,8.851579628834827,4,round,True,734023,688218,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.371516217686725,28.333488419496533,0,epidural,True,734023,647593,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,817382,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,53.81311004099861,4.159623610243102,0,epidural,True,734023,327128,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,127782,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.39863553714847,11.25240999858766,5,round,True,734023,453355,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,59.1533365132168,2.8495037044527542,11,round,True,734023,830293,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,62.2240632213364,1.6490885195763385,0,round,True,734023,288462,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,433749,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,59.04235380553922,4.4036677153981,0,subdural,True,734023,583131,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,170210,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,0.0,0.0,0,,True,734023,395484,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,59.5065599236996,4.159623610243102,0,epidural,True,734023,415726,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,47.763819540628816,27.28245081909421,0,epidural,True,734023,554703,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
38.0,120.0,120.0,1000.0,dynamic,soft,1,57.39863553714847,2.8495037044527542,11,round,True,734023,126187,/home/jayse.weaver/repositories/insilicoich-pub1/datasets/mA_280_run2
